,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
4975583,2015,11,7,6,WN,2860,N774SW,MCO,MKE,1215,1215.0,0.0,6.0,1221.0,175.0,155.0,145.0,1066,1346.0,4.0,1410,1350.0,-20.0,0,0,,,,,,
1528277,2015,4,8,3,WN,494,N7740A,PHX,IND,1655,1654.0,-1.0,8.0,1702.0,200.0,186.0,173.0,1488,2255.0,5.0,2315,2300.0,-15.0,0,0,,,,,,
2463915,2015,6,5,5,DL,696,N990DL,ATL,BDL,1522,1516.0,-6.0,46.0,1602.0,157.0,167.0,117.0,859,1759.0,4.0,1759,1803.0,4.0,0,0,,,,,,
491704,2015,2,2,1,OO,4452,N549CA,OAK,LAX,1335,1331.0,-4.0,7.0,1338.0,80.0,68.0,52.0,337,1430.0,9.0,1455,1439.0,-16.0,0,0,,,,,,
3311644,2015,7,26,7,DL,877,N371DA,SEA,SLC,1020,1018.0,-2.0,27.0,1045.0,115.0,120.0,88.0,689,1313.0,5.0,1315,1318.0,3.0,0,0,,,,,,
4816081,2015,10,28,3,EV,5076,N147PQ,10397,14783,928,1222.0,174.0,13.0,1235.0,112.0,99.0,82.0,563,1257.0,4.0,1020,1301.0,161.0,0,0,,0.0,0.0,161.0,0.0,0.0
664318,2015,2,13,5,DL,1735,N547US,LAX,LIH,1730,1724.0,-6.0,24.0,1748.0,360.0,386.0,359.0,2615,2147.0,3.0,2130,2150.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0
3375838,2015,7,30,4,UA,1539,N66841,ORD,LAX,555,600.0,5.0,20.0,620.0,265.0,256.0,224.0,1744,804.0,12.0,820,816.0,-4.0,0,0,,,,,,
3110274,2015,7,14,2,AA,1797,N770UW,CLT,MSY,1114,1111.0,-3.0,16.0,1127.0,109.0,117.0,93.0,651,1200.0,8.0,1203,1208.0,5.0,0,0,,,,,,
1050614,2015,3,10,2,DL,1852,N557NW,ATL,PBI,1215,1210.0,-5.0,31.0,1241.0,108.0,125.0,87.0,545,1408.0,7.0,1403,1415.0,12.0,0,0,,,,,,
3805265,2015,8,24,1,AA,1916,N730US,SYR,CLT,1859,1851.0,-8.0,8.0,1859.0,121.0,115.0,98.0,603,2037.0,9.0,2100,2046.0,-14.0,0,0,,,,,,
5549264,2015,12,14,1,EV,4728,N15527,CLL,IAH,1555,1555.0,0.0,9.0,1604.0,46.0,39.0,20.0,74,1624.0,10.0,1641,1634.0,-7.0,0,0,,,,,,
468582,2015,1,31,6,UA,562,N832UA,DEN,SNA,1857,1856.0,-1.0,21.0,1917.0,147.0,128.0,103.0,846,2000.0,4.0,2024,2004.0,-20.0,0,0,,,,,,
3841558,2015,8,27,4,OO,6403,N945SW,MFR,SFO,600,557.0,-3.0,15.0,612.0,85.0,79.0,61.0,329,713.0,3.0,725,716.0,-9.0,0,0,,,,,,
4849147,2015,10,30,5,WN,2103,N415WN,12889,14771,1015,1014.0,-1.0,20.0,1034.0,100.0,91.0,67.0,414,1141.0,4.0,1155,1145.0,-10.0,0,0,,,,,,
3414136,2015,8,1,6,OO,4693,N8968E,ATL,SBN,910,903.0,-7.0,14.0,917.0,109.0,107.0,88.0,566,1045.0,5.0,1059,1050.0,-9.0,0,0,,,,,,
1139298,2015,3,15,7,US,2155,N945UW,DCA,LGA,2000,2041.0,41.0,49.0,2130.0,82.0,114.0,54.0,214,2224.0,11.0,2122,2235.0,73.0,0,0,,32.0,0.0,8.0,33.0,0.0
1035832,2015,3,9,1,WN,389,N395SW,LAX,LAS,1405,1448.0,43.0,9.0,1457.0,65.0,56.0,41.0,236,1538.0,6.0,1510,1544.0,34.0,0,0,,0.0,0.0,0.0,34.0,0.0
4213441,2015,9,20,7,WN,451,N419WN,BDL,MCO,730,730.0,0.0,9.0,739.0,175.0,154.0,139.0,1050,958.0,6.0,1025,1004.0,-21.0,0,0,,,,,,
3825791,2015,8,26,3,F9,1462,N920FR,ATL,LGA,640,637.0,-3.0,15.0,652.0,140.0,115.0,96.0,762,828.0,4.0,900,832.0,-28.0,0,0,,,,,,
5408409,2015,12,5,6,UA,1202,N69829,RSW,EWR,1037,1029.0,-8.0,9.0,1038.0,173.0,160.0,139.0,1068,1257.0,12.0,1330,1309.0,-21.0,0,0,,,,,,
4013536,2015,9,7,1,F9,769,N210FR,DEN,LAS,740,735.0,-5.0,10.0,745.0,111.0,107.0,90.0,628,815.0,7.0,831,822.0,-9.0,0,0,,,,,,
5397756,2015,12,4,5,WN,3154,N364SW,BOS,ATL,1515,1515.0,0.0,18.0,1533.0,180.0,169.0,142.0,946,1755.0,9.0,1815,1804.0,-11.0,0,0,,,,,,
534914,2015,2,5,4,EV,4192,N16561,IAH,BNA,1015,1050.0,35.0,15.0,1105.0,113.0,107.0,89.0,657,1234.0,3.0,1208,1237.0,29.0,0,0,,0.0,0.0,0.0,29.0,0.0
2316376,2015,5,27,3,WN,4191,N524SW,LBB,DAL,1620,1744.0,84.0,9.0,1753.0,65.0,63.0,49.0,293,1842.0,5.0,1725,1847.0,82.0,0,0,,0.0,0.0,0.0,82.0,0.0
4619643,2015,10,15,4,UA,249,N665UA,12264,12266,1715,1747.0,32.0,21.0,1808.0,199.0,191.0,166.0,1190,1954.0,4.0,1934,1958.0,24.0,0,0,,0.0,0.0,0.0,24.0,0.0
1802580,2015,4,25,6,B6,89,N652JB,JFK,SAN,1641,1646.0,5.0,13.0,1659.0,382.0,351.0,336.0,2446,1935.0,2.0,2003,1937.0,-26.0,0,0,,,,,,
5532411,2015,12,13,7,DL,2373,N694DL,MIA,ATL,1515,1525.0,10.0,16.0,1541.0,120.0,108.0,84.0,594,1705.0,8.0,1715,1713.0,-2.0,0,0,,,,,,
2517819,2015,6,8,1,WN,392,N777QC,STL,BOS,2110,2123.0,13.0,11.0,2134.0,155.0,141.0,124.0,1047,38.0,6.0,45,44.0,-1.0,0,0,,,,,,
1295599,2015,3,25,3,UA,1742,N36469,SFO,IAH,1144,1227.0,43.0,13.0,1240.0,226.0,214.0,195.0,1635,1755.0,6.0,1730,1801.0,31.0,0,0,,0.0,0.0,31.0,0.0,0.0
3644995,2015,8,14,5,EV,2683,N676AE,DFW,GPT,2020,2019.0,-1.0,13.0,2032.0,104.0,85.0,68.0,500,2140.0,4.0,2204,2144.0,-20.0,0,0,,,,,,
173562,2015,1,12,1,US,412,N769US,SMF,PHX,955,959.0,4.0,12.0,1011.0,104.0,101.0,85.0,647,1236.0,4.0,1239,1240.0,1.0,0,0,,,,,,
894369,2015,2,28,6,WN,3913,N701GS,IND,DCA,1450,1451.0,1.0,8.0,1459.0,90.0,77.0,64.0,500,1603.0,5.0,1620,1608.0,-12.0,0,0,,,,,,
2211725,2015,5,20,3,OO,5523,N938SW,SFO,ACV,2234,2301.0,27.0,31.0,2332.0,74.0,75.0,40.0,250,12.0,4.0,2348,16.0,28.0,0,0,,1.0,0.0,0.0,27.0,0.0
2674508,2015,6,18,4,WN,3567,N266WN,DEN,ABQ,815,820.0,5.0,10.0,830.0,75.0,66.0,51.0,349,921.0,5.0,930,926.0,-4.0,0,0,,,,,,
3200656,2015,7,19,7,AA,1646,N3HNAA,TUL,DFW,1749,1751.0,2.0,11.0,1802.0,70.0,66.0,42.0,237,1844.0,13.0,1859,1857.0,-2.0,0,0,,,,,,
5806055,2015,12,31,4,AA,82,N3BFAA,SFO,ORD,500,458.0,-2.0,15.0,513.0,257.0,238.0,215.0,1846,1048.0,8.0,1117,1056.0,-21.0,0,0,,,,,,
928369,2015,3,2,1,OO,6426,N765SK,SFO,SNA,1905,1936.0,31.0,24.0,2000.0,87.0,95.0,65.0,372,2105.0,6.0,2032,2111.0,39.0,0,0,,8.0,0.0,0.0,31.0,0.0
806991,2015,2,23,1,MQ,2946,N684MQ,LCH,DFW,720,,,,,80.0,,,295,,,840,,,0,1,B,,,,,
5062501,2015,11,12,4,UA,1813,N38268,IAH,LAX,2101,2059.0,-2.0,17.0,2116.0,231.0,229.0,190.0,1379,2226.0,22.0,2252,2248.0,-4.0,0,0,,,,,,
3881079,2015,8,29,6,OO,6415,N494CA,DEN,GTF,1217,1215.0,-2.0,21.0,1236.0,118.0,115.0,89.0,624,1405.0,5.0,1415,1410.0,-5.0,0,0,,,,,,
2435165,2015,6,3,3,WN,3860,N7726A,PHX,SFO,2110,2105.0,-5.0,7.0,2112.0,120.0,113.0,103.0,651,2255.0,3.0,2310,2258.0,-12.0,0,0,,,,,,
592817,2015,2,9,1,WN,791,N455WN,GRR,TPA,905,900.0,-5.0,22.0,922.0,175.0,151.0,124.0,1041,1126.0,5.0,1200,1131.0,-29.0,0,0,,,,,,
3658897,2015,8,15,6,EV,4265,N16981,TYR,IAH,1900,1921.0,21.0,8.0,1929.0,58.0,54.0,36.0,163,2005.0,10.0,1958,2015.0,17.0,0,0,,0.0,0.0,0.0,17.0,0.0
2489610,2015,6,7,7,WN,4082,N353SW,HOU,HRL,1010,1007.0,-3.0,9.0,1016.0,55.0,51.0,40.0,277,1056.0,2.0,1105,1058.0,-7.0,0,0,,,,,,
3198806,2015,7,19,7,UA,741,N435UA,LGA,ORD,1600,1604.0,4.0,23.0,1627.0,175.0,171.0,113.0,733,1720.0,35.0,1755,1755.0,0.0,0,0,,,,,,
2658959,2015,6,17,3,UA,833,N467UA,DEN,EWR,957,955.0,-2.0,18.0,1013.0,236.0,221.0,187.0,1605,1520.0,16.0,1553,1536.0,-17.0,0,0,,,,,,
3246822,2015,7,22,3,OO,4679,N8933B,DTW,CIU,1200,1208.0,8.0,16.0,1224.0,70.0,73.0,52.0,284,1316.0,5.0,1310,1321.0,11.0,0,0,,,,,,
897440,2015,2,28,6,WN,4302,N797MX,BWI,TPA,1845,1857.0,12.0,11.0,1908.0,155.0,143.0,127.0,842,2115.0,5.0,2120,2120.0,0.0,0,0,,,,,,
2854945,2015,6,28,7,WN,415,N391SW,ATL,HOU,2135,2127.0,-8.0,18.0,2145.0,125.0,120.0,97.0,696,2222.0,5.0,2240,2227.0,-13.0,0,0,,,,,,
3114694,2015,7,14,2,B6,690,N337JB,DCA,BOS,1537,1652.0,75.0,14.0,1706.0,90.0,91.0,69.0,399,1815.0,8.0,1707,1823.0,76.0,0,0,,68.0,0.0,0.0,8.0,0.0
1403964,2015,4,1,3,EV,4558,N12172,LGA,CLE,600,550.0,-10.0,17.0,607.0,116.0,91.0,68.0,419,715.0,6.0,756,721.0,-35.0,0,0,,,,,,
4003916,2015,9,6,7,UA,1001,N59053,IAH,EWR,1205,1216.0,11.0,14.0,1230.0,212.0,218.0,189.0,1400,1639.0,15.0,1637,1654.0,17.0,0,0,,6.0,0.0,11.0,0.0,0.0
4209499,2015,9,19,6,WN,63,N7707C,OAK,ABQ,1750,1747.0,-3.0,7.0,1754.0,135.0,133.0,118.0,889,2052.0,8.0,2105,2100.0,-5.0,0,0,,,,,,
2230397,2015,5,22,5,AA,398,N3DFAA,ORD,LGA,630,626.0,-4.0,14.0,640.0,123.0,110.0,92.0,733,912.0,4.0,933,916.0,-17.0,0,0,,,,,,
3438544,2015,8,2,7,UA,514,N510UA,JFK,SFO,1840,1913.0,33.0,33.0,1946.0,394.0,372.0,335.0,2586,2221.0,4.0,2214,2225.0,11.0,0,0,,,,,,
3862832,2015,8,28,5,DL,1693,N938AT,ATL,ORD,955,954.0,-1.0,23.0,1017.0,124.0,120.0,92.0,606,1049.0,5.0,1059,1054.0,-5.0,0,0,,,,,,
2285855,2015,5,25,1,AA,232,N3DFAA,ATL,DFW,1925,2203.0,158.0,19.0,2222.0,149.0,137.0,112.0,731,2314.0,6.0,2054,2320.0,146.0,0,0,,0.0,0.0,0.0,146.0,0.0
132728,2015,1,9,5,EV,5413,N744EV,DTW,MDW,1206,1206.0,0.0,26.0,1232.0,78.0,84.0,48.0,228,1220.0,10.0,1224,1230.0,6.0,0,0,,,,,,
724784,2015,2,17,2,UA,1508,N68822,ORD,MCO,1815,1837.0,22.0,15.0,1852.0,161.0,166.0,140.0,1005,2212.0,11.0,2156,2223.0,27.0,0,0,,5.0,0.0,22.0,0.0,0.0
717644,2015,2,17,2,VX,330,N854VA,SFO,LAX,1110,1108.0,-2.0,12.0,1120.0,80.0,87.0,55.0,337,1215.0,20.0,1230,1235.0,5.0,0,0,,,,,,
1967169,2015,5,5,2,OO,6231,N114SY,SFO,LAX,2100,2125.0,25.0,14.0,2139.0,96.0,74.0,54.0,337,2233.0,6.0,2236,2239.0,3.0,0,0,,,,,,
979757,2015,3,6,5,OO,5393,N479CA,MKE,ORD,520,532.0,12.0,10.0,542.0,49.0,35.0,20.0,67,602.0,5.0,609,607.0,-2.0,0,0,,,,,,
3964243,2015,9,3,4,WN,1986,N946WN,PDX,LAS,1545,1542.0,-3.0,13.0,1555.0,130.0,128.0,110.0,763,1745.0,5.0,1755,1750.0,-5.0,0,0,,,,,,
1068752,2015,3,11,3,EV,5264,N917EV,FAY,ATL,1351,1346.0,-5.0,10.0,1356.0,86.0,101.0,68.0,331,1504.0,23.0,1517,1527.0,10.0,0,0,,,,,,
2002280,2015,5,8,5,DL,1449,N985AT,FAY,ATL,600,556.0,-4.0,10.0,606.0,77.0,63.0,50.0,331,656.0,3.0,717,659.0,-18.0,0,0,,,,,,
4982037,2015,11,7,6,UA,1157,N45440,IAH,SEA,2138,2133.0,-5.0,13.0,2146.0,292.0,260.0,241.0,1874,2347.0,6.0,30,2353.0,-37.0,0,0,,,,,,
1767721,2015,4,23,4,AA,2482,N468AA,DFW,MFE,1345,1340.0,-5.0,18.0,1358.0,99.0,91.0,69.0,469,1507.0,4.0,1524,1511.0,-13.0,0,0,,,,,,
399654,2015,1,27,2,AA,1473,N4XMAA,DFW,ATL,1000,956.0,-4.0,13.0,1009.0,120.0,122.0,99.0,731,1248.0,10.0,1300,1258.0,-2.0,0,0,,,,,,
4550004,2015,10,11,7,AA,1714,N551UW,11057,13303,1320,1320.0,0.0,25.0,1345.0,125.0,124.0,91.0,650,1516.0,8.0,1525,1524.0,-1.0,0,0,,,,,,
3863100,2015,8,28,5,OO,5258,N937SW,DEN,ELP,1006,958.0,-8.0,33.0,1031.0,113.0,120.0,83.0,563,1154.0,4.0,1159,1158.0,-1.0,0,0,,,,,,
4623743,2015,10,15,4,WN,1877,N8639B,10821,14307,2205,2203.0,-2.0,8.0,2211.0,70.0,61.0,48.0,327,2259.0,5.0,2315,2304.0,-11.0,0,0,,,,,,
2410649,2015,6,2,2,US,2154,N952UW,LGA,DCA,1300,1318.0,18.0,30.0,1348.0,76.0,85.0,53.0,214,1441.0,2.0,1416,1443.0,27.0,0,0,,9.0,0.0,0.0,18.0,0.0
5076353,2015,11,13,5,AA,1763,N801AW,CLT,ORF,1800,1805.0,5.0,27.0,1832.0,67.0,73.0,42.0,290,1914.0,4.0,1907,1918.0,11.0,0,0,,,,,,
77103,2015,1,5,1,AA,347,N4XYAA,ORD,TUS,1945,2037.0,52.0,27.0,2104.0,230.0,225.0,192.0,1437,2316.0,6.0,2235,2322.0,47.0,0,0,,0.0,0.0,29.0,0.0,18.0
1173891,2015,3,17,2,WN,567,N956WN,MDW,DTW,2140,2135.0,-5.0,16.0,2151.0,65.0,54.0,34.0,228,2325.0,4.0,2345,2329.0,-16.0,0,0,,,,,,
1000910,2015,3,7,6,MQ,3099,N699MQ,ACT,DFW,1020,1035.0,15.0,8.0,1043.0,45.0,71.0,27.0,89,1110.0,36.0,1105,1146.0,41.0,0,0,,26.0,0.0,0.0,15.0,0.0
2815271,2015,6,26,5,NK,352,N525NK,OAK,IAH,1300,1310.0,10.0,11.0,1321.0,221.0,233.0,211.0,1628,1852.0,11.0,1841,1903.0,22.0,0,0,,12.0,0.0,8.0,2.0,0.0
3488530,2015,8,5,3,OO,4573,N679CA,SFO,SLC,1637,1800.0,83.0,17.0,1817.0,110.0,94.0,72.0,599,2029.0,5.0,1927,2034.0,67.0,0,0,,0.0,0.0,0.0,67.0,0.0
5174066,2015,11,19,4,NK,817,N625NK,DFW,LAS,2310,2315.0,5.0,16.0,2331.0,171.0,171.0,149.0,1055,2400.0,6.0,1,6.0,5.0,0,0,,,,,,
269213,2015,1,18,7,EV,5793,N11109,JAN,IAH,1636,1628.0,-8.0,7.0,1635.0,83.0,71.0,56.0,351,1731.0,8.0,1759,1739.0,-20.0,0,0,,,,,,
4096532,2015,9,12,6,AA,559,N755US,PVD,CLT,1255,1254.0,-1.0,13.0,1307.0,127.0,135.0,112.0,683,1459.0,10.0,1502,1509.0,7.0,0,0,,,,,,
3066671,2015,7,11,6,AA,2355,N482AA,OKC,DFW,1806,1757.0,-9.0,17.0,1814.0,64.0,77.0,49.0,175,1903.0,11.0,1910,1914.0,4.0,0,0,,,,,,
603884,2015,2,9,1,B6,97,N629JB,JFK,DEN,2029,2054.0,25.0,36.0,2130.0,277.0,274.0,233.0,1626,2323.0,5.0,2306,2328.0,22.0,0,0,,0.0,0.0,22.0,0.0,0.0
2189316,2015,5,19,2,AA,1373,N571AA,JAX,DFW,1600,1741.0,101.0,10.0,1751.0,169.0,165.0,143.0,918,1914.0,12.0,1749,1926.0,97.0,0,0,,0.0,0.0,0.0,0.0,97.0
5432252,2015,12,7,1,OO,5563,N970SW,BNA,ORD,613,729.0,76.0,25.0,754.0,104.0,,,409,1250.0,14.0,757,1304.0,,1,0,,,,,,
2261259,2015,5,24,7,WN,3192,N468WN,ATL,SFO,825,824.0,-1.0,16.0,840.0,320.0,287.0,264.0,2139,1004.0,7.0,1045,1011.0,-34.0,0,0,,,,,,
2168211,2015,5,18,1,EV,4614,N11526,HOB,IAH,1144,1148.0,4.0,10.0,1158.0,95.0,93.0,73.0,501,1411.0,10.0,1419,1421.0,2.0,0,0,,,,,,
4869102,2015,10,31,6,OO,5355,N957SW,12892,14689,1629,1628.0,-1.0,16.0,1644.0,48.0,42.0,21.0,89,1705.0,5.0,1717,1710.0,-7.0,0,0,,,,,,
655478,2015,2,13,5,OO,4634,N910EV,SLC,TUS,845,836.0,-9.0,24.0,900.0,119.0,111.0,82.0,601,1022.0,5.0,1044,1027.0,-17.0,0,0,,,,,,
4044717,2015,9,9,3,WN,3055,N436WN,MCO,DEN,655,652.0,-3.0,9.0,701.0,235.0,231.0,212.0,1546,833.0,10.0,850,843.0,-7.0,0,0,,,,,,
4917191,2015,11,3,2,AA,2193,N3LSAA,ORD,MIA,1840,1838.0,-2.0,19.0,1857.0,192.0,181.0,157.0,1197,2234.0,5.0,2252,2239.0,-13.0,0,0,,,,,,
1072155,2015,3,11,3,AA,111,N3LJAA,ORD,SNA,1720,1731.0,11.0,21.0,1752.0,263.0,243.0,218.0,1726,1930.0,4.0,1943,1934.0,-9.0,0,0,,,,,,
3501496,2015,8,6,4,DL,2141,N316NB,ATL,ORF,1210,1207.0,-3.0,12.0,1219.0,97.0,84.0,69.0,516,1328.0,3.0,1347,1331.0,-16.0,0,0,,,,,,
63890,2015,1,5,1,DL,1242,N910DE,HOU,ATL,645,641.0,-4.0,17.0,658.0,121.0,109.0,84.0,696,922.0,8.0,946,930.0,-16.0,0,0,,,,,,
3758643,2015,8,21,5,AS,585,N626AS,SNA,PDX,1845,1846.0,1.0,7.0,1853.0,130.0,129.0,118.0,859,2051.0,4.0,2055,2055.0,0.0,0,0,,,,,,
2576055,2015,6,12,5,MQ,3471,N855MQ,DFW,CVG,1020,1114.0,54.0,23.0,1137.0,144.0,138.0,110.0,812,1427.0,5.0,1344,1432.0,48.0,0,0,,0.0,0.0,48.0,0.0,0.0
912693,2015,3,1,7,WN,4028,N243WN,MDW,STL,1955,1951.0,-4.0,12.0,2003.0,70.0,67.0,46.0,251,2049.0,9.0,2105,2058.0,-7.0,0,0,,,,,,
1788484,2015,4,24,5,DL,1887,N530US,MSP,SAN,1737,1732.0,-5.0,21.0,1753.0,237.0,228.0,201.0,1532,1914.0,6.0,1934,1920.0,-14.0,0,0,,,,,,
5400592,2015,12,4,5,AA,644,N816AW,PHX,ONT,1805,1812.0,7.0,15.0,1827.0,73.0,71.0,51.0,325,1818.0,5.0,1818,1823.0,5.0,0,0,,,,,,
5112462,2015,11,16,1,WN,3092,N774SW,DCA,ATL,900,856.0,-4.0,15.0,911.0,120.0,108.0,83.0,547,1034.0,10.0,1100,1044.0,-16.0,0,0,,,,,,
3331405,2015,7,27,1,AS,557,N597AS,LAX,PDX,1245,1238.0,-7.0,34.0,1312.0,135.0,152.0,114.0,834,1506.0,4.0,1500,1510.0,10.0,0,0,,,,,,
4327005,2015,9,27,7,OO,5540,N976SW,DEN,FCA,1135,1245.0,70.0,13.0,1258.0,138.0,122.0,105.0,752,1443.0,4.0,1353,1447.0,54.0,0,0,,0.0,0.0,54.0,0.0,0.0
3179714,2015,7,18,6,AA,2156,N947UW,DCA,LGA,1200,1300.0,60.0,12.0,1312.0,75.0,62.0,46.0,214,1358.0,4.0,1315,1402.0,47.0,0,0,,47.0,0.0,0.0,0.0,0.0
1440714,2015,4,3,5,UA,363,N548UA,IAD,DEN,831,826.0,-5.0,17.0,843.0,236.0,259.0,237.0,1452,1040.0,5.0,1027,1045.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
1146106,2015,3,16,1,US,471,N193UW,LAS,PHX,1000,955.0,-5.0,16.0,1011.0,66.0,64.0,45.0,255,1056.0,3.0,1106,1059.0,-7.0,0,0,,,,,,
4224833,2015,9,20,7,DL,2268,N946DN,MSP,ATL,1910,2036.0,86.0,15.0,2051.0,146.0,130.0,111.0,907,2342.0,4.0,2236,2346.0,70.0,0,0,,0.0,0.0,0.0,70.0,0.0
2346803,2015,5,29,5,UA,1589,N45905,SFO,IAH,1242,1254.0,12.0,28.0,1322.0,220.0,221.0,184.0,1635,1826.0,9.0,1822,1835.0,13.0,0,0,,,,,,
2956911,2015,7,5,7,DL,444,N832DN,SLC,JFK,1110,1108.0,-2.0,17.0,1125.0,285.0,265.0,242.0,1990,1727.0,6.0,1755,1733.0,-22.0,0,0,,,,,,
2149454,2015,5,17,7,B6,1404,N579JB,SJU,JFK,958,1156.0,118.0,11.0,1207.0,241.0,224.0,209.0,1598,1536.0,4.0,1359,1540.0,101.0,0,0,,0.0,0.0,39.0,62.0,0.0
588789,2015,2,8,7,US,890,N173US,CLT,DFW,2211,2208.0,-3.0,11.0,2219.0,171.0,153.0,135.0,936,2334.0,7.0,2,2341.0,-21.0,0,0,,,,,,
4751104,2015,10,23,5,WN,740,N921WN,10397,12889,2200,2155.0,-5.0,11.0,2206.0,275.0,251.0,236.0,1747,2302.0,4.0,2335,2306.0,-29.0,0,0,,,,,,
863511,2015,2,26,4,DL,2200,N899AT,MSN,MSP,1520,1516.0,-4.0,14.0,1530.0,63.0,56.0,39.0,228,1609.0,3.0,1623,1612.0,-11.0,0,0,,,,,,
1350390,2015,3,28,6,WN,1020,N520SW,HOU,MAF,1720,1759.0,39.0,9.0,1808.0,90.0,75.0,62.0,441,1910.0,4.0,1850,1914.0,24.0,0,0,,0.0,0.0,24.0,0.0,0.0
2260414,2015,5,24,7,US,561,N915US,MCO,PHX,715,705.0,-10.0,15.0,720.0,295.0,266.0,242.0,1849,822.0,9.0,910,831.0,-39.0,0,0,,,,,,
383551,2015,1,26,1,DL,2450,N986DL,DFW,ATL,940,937.0,-3.0,18.0,955.0,121.0,125.0,99.0,731,1234.0,8.0,1241,1242.0,1.0,0,0,,,,,,
5359576,2015,12,2,3,EV,2760,N667GB,TUL,DFW,915,904.0,-11.0,9.0,913.0,80.0,61.0,45.0,237,958.0,7.0,1035,1005.0,-30.0,0,0,,,,,,
1251296,2015,3,22,7,DL,2284,N368NB,ATL,SDF,1735,1731.0,-4.0,9.0,1740.0,84.0,71.0,55.0,321,1835.0,7.0,1859,1842.0,-17.0,0,0,,,,,,
5697063,2015,12,23,3,EV,6069,N14558,PWM,EWR,1938,,,,,96.0,,,284,,,2114,,,0,1,C,,,,,
1995898,2015,5,7,4,EV,5389,N615QX,LGA,ROC,1600,1618.0,18.0,23.0,1641.0,89.0,70.0,44.0,254,1725.0,3.0,1729,1728.0,-1.0,0,0,,,,,,
1403160,2015,3,31,2,US,753,N178US,CLT,PHX,2209,2218.0,9.0,26.0,2244.0,262.0,267.0,235.0,1773,2339.0,6.0,2331,2345.0,14.0,0,0,,,,,,
1031506,2015,3,9,1,UA,1412,N39297,DEN,SAT,958,1005.0,7.0,15.0,1020.0,127.0,122.0,104.0,794,1304.0,3.0,1305,1307.0,2.0,0,0,,,,,,
5609439,2015,12,18,5,AA,1162,N3FRAA,LGA,DFW,1130,1124.0,-6.0,47.0,1211.0,253.0,272.0,211.0,1389,1442.0,14.0,1443,1456.0,13.0,0,0,,,,,,
3506822,2015,8,6,4,UA,518,N448UA,ROC,ORD,1728,1718.0,-10.0,12.0,1730.0,115.0,107.0,78.0,528,1748.0,17.0,1823,1805.0,-18.0,0,0,,,,,,
2289997,2015,5,26,2,AA,1104,N3EEAA,DFW,LGA,700,720.0,20.0,24.0,744.0,208.0,206.0,177.0,1389,1141.0,5.0,1128,1146.0,18.0,0,0,,0.0,0.0,18.0,0.0,0.0
3041697,2015,7,10,5,HA,349,N488HA,KOA,OGG,913,905.0,-8.0,9.0,914.0,33.0,39.0,24.0,84,938.0,6.0,946,944.0,-2.0,0,0,,,,,,
5236437,2015,11,24,2,WN,2912,N7702A,PHX,LAX,820,817.0,-3.0,11.0,828.0,85.0,79.0,60.0,370,828.0,8.0,845,836.0,-9.0,0,0,,,,,,
2394170,2015,6,1,1,B6,2480,N317JB,EWR,BOS,1330,1400.0,30.0,64.0,1504.0,69.0,108.0,41.0,200,1545.0,3.0,1439,1548.0,69.0,0,0,,68.0,0.0,0.0,1.0,0.0
880568,2015,2,27,5,WN,4543,N756SA,SAT,SAN,1555,1558.0,3.0,13.0,1611.0,185.0,189.0,174.0,1129,1705.0,2.0,1700,1707.0,7.0,0,0,,,,,,
513163,2015,2,3,2,WN,3931,N253WN,MCO,MDW,1950,2049.0,59.0,8.0,2057.0,170.0,163.0,147.0,990,2224.0,8.0,2140,2232.0,52.0,0,0,,0.0,0.0,11.0,41.0,0.0
3062513,2015,7,11,6,WN,4444,N8654B,MDW,MHT,1325,1325.0,0.0,15.0,1340.0,130.0,122.0,102.0,838,1622.0,5.0,1635,1627.0,-8.0,0,0,,,,,,
1557623,2015,4,10,5,DL,1130,N908DL,MCO,LGA,1230,1229.0,-1.0,20.0,1249.0,156.0,162.0,131.0,950,1500.0,11.0,1506,1511.0,5.0,0,0,,,,,,
2217874,2015,5,21,4,OO,6416,N795SK,SFO,ABQ,1050,1041.0,-9.0,24.0,1105.0,143.0,156.0,120.0,896,1405.0,12.0,1413,1417.0,4.0,0,0,,,,,,
3381433,2015,7,30,4,AA,72,N851AA,MCO,DFW,1055,1056.0,1.0,18.0,1114.0,166.0,160.0,129.0,985,1223.0,13.0,1241,1236.0,-5.0,0,0,,,,,,
1622298,2015,4,14,2,EV,2522,N877AS,DFW,BTR,1421,1432.0,11.0,22.0,1454.0,79.0,85.0,59.0,383,1553.0,4.0,1540,1557.0,17.0,0,0,,6.0,0.0,11.0,0.0,0.0
