,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
5280775,2015,11,27,5,DL,2428,N927AT,ORD,ATL,1125,1120.0,-5.0,13.0,1133.0,114.0,111.0,88.0,606,1401.0,10.0,1419,1411.0,-8.0,0,0,,,,,,
1489389,2015,4,6,1,B6,1214,N228JB,DFW,BOS,1105,1151.0,46.0,21.0,1212.0,215.0,207.0,181.0,1562,1613.0,5.0,1540,1618.0,38.0,0,0,,7.0,0.0,0.0,31.0,0.0
2215215,2015,5,21,4,UA,1116,N77520,IAD,SAN,817,819.0,2.0,14.0,833.0,336.0,325.0,307.0,2253,1040.0,4.0,1053,1044.0,-9.0,0,0,,,,,,
2975742,2015,7,6,1,DL,1196,N535US,OGG,LAX,1232,1228.0,-4.0,11.0,1239.0,323.0,297.0,273.0,2486,2012.0,13.0,2055,2025.0,-30.0,0,0,,,,,,
5718635,2015,12,25,5,WN,5290,N272WN,SNA,OAK,1250,1250.0,0.0,7.0,1257.0,85.0,83.0,68.0,371,1405.0,8.0,1415,1413.0,-2.0,0,0,,,,,,
910563,2015,3,1,7,AA,1049,N3AXAA,DFW,RDU,1745,1751.0,6.0,16.0,1807.0,142.0,139.0,120.0,1061,2107.0,3.0,2107,2110.0,3.0,0,0,,,,,,
912693,2015,3,1,7,WN,4028,N243WN,MDW,STL,1955,1951.0,-4.0,12.0,2003.0,70.0,67.0,46.0,251,2049.0,9.0,2105,2058.0,-7.0,0,0,,,,,,
1032970,2015,3,9,1,AS,521,N570AS,SNA,SEA,1120,1109.0,-11.0,10.0,1119.0,160.0,170.0,156.0,978,1355.0,4.0,1400,1359.0,-1.0,0,0,,,,,,
3011286,2015,7,8,3,OO,4666,N936SW,PLN,DTW,1334,1353.0,19.0,16.0,1409.0,76.0,69.0,46.0,243,1455.0,7.0,1450,1502.0,12.0,0,0,,,,,,
1156029,2015,3,16,1,WN,1428,N7708E,SAT,PHX,1945,1943.0,-2.0,5.0,1948.0,150.0,126.0,114.0,843,1942.0,7.0,2015,1949.0,-26.0,0,0,,,,,,
2976471,2015,7,6,1,DL,228,N919DE,MCO,CVG,1320,1319.0,-1.0,9.0,1328.0,130.0,110.0,97.0,757,1505.0,4.0,1530,1509.0,-21.0,0,0,,,,,,
3817642,2015,8,25,2,EV,5566,N979EV,CSG,ATL,1446,1441.0,-5.0,8.0,1449.0,51.0,46.0,28.0,83,1517.0,10.0,1537,1527.0,-10.0,0,0,,,,,,
4459545,2015,10,5,1,EV,4951,N717EV,13871,11433,1715,1712.0,-3.0,9.0,1721.0,118.0,107.0,89.0,651,1950.0,9.0,2013,1959.0,-14.0,0,0,,,,,,
4974136,2015,11,7,6,UA,1913,N78511,LAX,CLE,1035,1030.0,-5.0,15.0,1045.0,268.0,254.0,233.0,2052,1738.0,6.0,1803,1744.0,-19.0,0,0,,,,,,
680259,2015,2,14,6,US,1945,N840AW,CLT,CLE,2015,2021.0,6.0,24.0,2045.0,96.0,108.0,75.0,430,2200.0,9.0,2151,2209.0,18.0,0,0,,12.0,0.0,6.0,0.0,0.0
3670672,2015,8,16,7,DL,2143,N318NB,MSP,PIT,1514,1514.0,0.0,13.0,1527.0,117.0,115.0,97.0,726,1804.0,5.0,1811,1809.0,-2.0,0,0,,,,,,
109544,2015,1,7,3,DL,1427,N674DL,ATL,FLL,2147,2142.0,-5.0,15.0,2157.0,112.0,102.0,80.0,581,2317.0,7.0,2339,2324.0,-15.0,0,0,,,,,,
943873,2015,3,3,2,AA,390,N3BYAA,RDU,ORD,1830,1825.0,-5.0,12.0,1837.0,134.0,124.0,107.0,646,1924.0,5.0,1944,1929.0,-15.0,0,0,,,,,,
2633225,2015,6,15,1,EV,4703,N13132,MOB,IAH,1826,1816.0,-10.0,9.0,1825.0,94.0,93.0,73.0,427,1938.0,11.0,2000,1949.0,-11.0,0,0,,,,,,
5143655,2015,11,18,3,OO,4978,N778SK,BOI,IAH,745,741.0,-4.0,13.0,754.0,205.0,185.0,163.0,1482,1137.0,9.0,1210,1146.0,-24.0,0,0,,,,,,
3024044,2015,7,9,4,EV,4133,N36915,STL,EWR,901,922.0,21.0,12.0,934.0,149.0,149.0,127.0,872,1241.0,10.0,1230,1251.0,21.0,0,0,,0.0,0.0,0.0,21.0,0.0
1978662,2015,5,6,3,WN,1278,N294WN,BWI,IND,1535,1611.0,36.0,11.0,1622.0,100.0,88.0,73.0,516,1735.0,4.0,1715,1739.0,24.0,0,0,,0.0,0.0,24.0,0.0,0.0
4511302,2015,10,8,4,OO,2976,N821AS,14107,11695,1950,2005.0,15.0,20.0,2025.0,45.0,52.0,26.0,119,2051.0,6.0,2035,2057.0,22.0,0,0,,7.0,0.0,15.0,0.0,0.0
1401695,2015,3,31,2,OO,4730,N617QX,SLC,DEN,1959,1956.0,-3.0,20.0,2016.0,85.0,80.0,54.0,391,2110.0,6.0,2124,2116.0,-8.0,0,0,,,,,,
1364107,2015,3,29,7,EV,3938,N17115,ORD,MEM,1600,1600.0,0.0,25.0,1625.0,117.0,110.0,80.0,491,1745.0,5.0,1757,1750.0,-7.0,0,0,,,,,,
1377934,2015,3,30,1,EV,2547,N680AE,CRP,DFW,1255,1240.0,-15.0,31.0,1311.0,85.0,110.0,67.0,354,1418.0,12.0,1420,1430.0,10.0,0,0,,,,,,
4327637,2015,9,27,7,WN,375,N528SW,OKC,HOU,1215,1216.0,1.0,9.0,1225.0,80.0,81.0,65.0,419,1330.0,7.0,1335,1337.0,2.0,0,0,,,,,,
5222580,2015,11,23,1,UA,1957,N439UA,IAH,SJC,916,909.0,-7.0,18.0,927.0,258.0,250.0,228.0,1608,1115.0,4.0,1134,1119.0,-15.0,0,0,,,,,,
3989232,2015,9,5,6,B6,1347,N807JB,DCA,SJU,800,754.0,-6.0,21.0,815.0,228.0,221.0,195.0,1554,1130.0,5.0,1148,1135.0,-13.0,0,0,,,,,,
3487745,2015,8,5,3,WN,871,N426WN,BWI,MCO,1545,1547.0,2.0,14.0,1601.0,140.0,131.0,108.0,787,1749.0,9.0,1805,1758.0,-7.0,0,0,,,,,,
3416146,2015,8,1,6,UA,1621,N76508,IAH,EWR,1125,1128.0,3.0,13.0,1141.0,232.0,196.0,172.0,1400,1533.0,11.0,1617,1544.0,-33.0,0,0,,,,,,
5366671,2015,12,2,3,MQ,3167,N1EAMQ,ORD,LIT,1640,1818.0,98.0,20.0,1838.0,118.0,98.0,72.0,552,1950.0,6.0,1838,1956.0,78.0,0,0,,0.0,0.0,0.0,0.0,78.0
1544652,2015,4,9,4,OO,5510,N905SW,ORD,XNA,1630,,,,,109.0,,,522,,,1819,,,0,1,B,,,,,
2123747,2015,5,15,5,US,450,N192UW,PHX,SLC,1345,1342.0,-3.0,16.0,1358.0,98.0,94.0,74.0,507,1612.0,4.0,1623,1616.0,-7.0,0,0,,,,,,
1559358,2015,4,10,5,WN,3841,N283WN,OMA,STL,1415,1412.0,-3.0,7.0,1419.0,70.0,61.0,49.0,342,1508.0,5.0,1525,1513.0,-12.0,0,0,,,,,,
27239,2015,1,2,5,MQ,3191,N652MQ,DFW,LIT,1815,1859.0,44.0,21.0,1920.0,68.0,71.0,47.0,304,2007.0,3.0,1923,2010.0,47.0,0,0,,3.0,0.0,0.0,22.0,22.0
1103713,2015,3,13,5,B6,1115,N374JB,BOS,DFW,1505,1509.0,4.0,16.0,1525.0,262.0,251.0,230.0,1562,1815.0,5.0,1827,1820.0,-7.0,0,0,,,,,,
890626,2015,2,28,6,DL,1512,N895AT,ATL,LIT,1029,1026.0,-3.0,10.0,1036.0,101.0,89.0,77.0,453,1053.0,2.0,1110,1055.0,-15.0,0,0,,,,,,
4680240,2015,10,19,1,AA,559,N180US,11057,14100,1600,1600.0,0.0,16.0,1616.0,96.0,104.0,80.0,449,1736.0,8.0,1736,1744.0,8.0,0,0,,,,,,
5030819,2015,11,11,3,OO,6285,N979SW,MFR,DEN,530,521.0,-9.0,32.0,553.0,160.0,167.0,131.0,964,904.0,4.0,910,908.0,-2.0,0,0,,,,,,
220261,2015,1,15,4,F9,135,N948FR,DFW,DEN,1000,953.0,-7.0,12.0,1005.0,124.0,117.0,98.0,641,1043.0,7.0,1104,1050.0,-14.0,0,0,,,,,,
3367834,2015,7,29,3,EV,3258,N16546,IAH,LBB,1436,1432.0,-4.0,10.0,1442.0,94.0,84.0,67.0,458,1549.0,7.0,1610,1556.0,-14.0,0,0,,,,,,
964836,2015,3,5,4,DL,2151,N958DL,MIA,LGA,705,701.0,-4.0,18.0,719.0,189.0,174.0,150.0,1096,949.0,6.0,1014,955.0,-19.0,0,0,,,,,,
4773173,2015,10,25,7,AA,1091,N5DEAA,11298,13930,1451,1445.0,-6.0,14.0,1459.0,146.0,137.0,107.0,802,1646.0,16.0,1717,1702.0,-15.0,0,0,,,,,,
109538,2015,1,7,3,DL,1343,N365NW,DTW,BUF,2145,2140.0,-5.0,16.0,2156.0,70.0,63.0,42.0,241,2238.0,5.0,2255,2243.0,-12.0,0,0,,,,,,
2733337,2015,6,21,7,OO,4764,N685BR,MSO,SLC,1745,1727.0,-18.0,11.0,1738.0,86.0,86.0,70.0,436,1848.0,5.0,1911,1853.0,-18.0,0,0,,,,,,
1666544,2015,4,17,5,B6,389,N506JB,BOS,DCA,842,1037.0,115.0,17.0,1054.0,97.0,86.0,65.0,399,1159.0,4.0,1019,1203.0,104.0,0,0,,0.0,0.0,104.0,0.0,0.0
5442093,2015,12,7,1,AA,1373,N570AA,JAX,DFW,1602,1600.0,-2.0,11.0,1611.0,173.0,176.0,141.0,918,1732.0,24.0,1755,1756.0,1.0,0,0,,,,,,
1860912,2015,4,29,3,EV,4609,N21537,CRP,IAH,1049,1039.0,-10.0,9.0,1048.0,61.0,60.0,40.0,201,1128.0,11.0,1150,1139.0,-11.0,0,0,,,,,,
5212858,2015,11,22,7,B6,340,N328JB,SJU,STX,1530,1520.0,-10.0,8.0,1528.0,40.0,33.0,22.0,94,1550.0,3.0,1610,1553.0,-17.0,0,0,,,,,,
3967498,2015,9,3,4,AS,50,N762AS,BRW,ANC,1859,1857.0,-2.0,7.0,1904.0,113.0,113.0,103.0,725,2047.0,3.0,2052,2050.0,-2.0,0,0,,,,,,
5625682,2015,12,19,6,DL,1240,N963DN,ATL,TUS,1135,1130.0,-5.0,19.0,1149.0,248.0,235.0,212.0,1541,1321.0,4.0,1343,1325.0,-18.0,0,0,,,,,,
4687852,2015,10,20,2,AA,1762,N830AW,15304,11278,715,711.0,-4.0,12.0,723.0,134.0,144.0,111.0,814,914.0,21.0,929,935.0,6.0,0,0,,,,,,
4123266,2015,9,14,1,AA,2457,N503AA,DFW,TPA,1020,1017.0,-3.0,16.0,1033.0,146.0,143.0,123.0,929,1336.0,4.0,1346,1340.0,-6.0,0,0,,,,,,
2309418,2015,5,27,3,AA,2401,N3APAA,LAX,DFW,925,939.0,14.0,13.0,952.0,186.0,171.0,153.0,1235,1425.0,5.0,1431,1430.0,-1.0,0,0,,,,,,
1032138,2015,3,9,1,MQ,3564,N833MQ,GSO,LGA,1028,1019.0,-9.0,12.0,1031.0,92.0,86.0,67.0,461,1138.0,7.0,1200,1145.0,-15.0,0,0,,,,,,
1301675,2015,3,25,3,US,546,N560UW,CLT,PHX,1745,1740.0,-5.0,14.0,1754.0,281.0,271.0,248.0,1773,1902.0,9.0,1926,1911.0,-15.0,0,0,,,,,,
5407222,2015,12,5,6,MQ,3370,N646MQ,FWA,ORD,910,910.0,0.0,47.0,957.0,67.0,118.0,31.0,157,928.0,40.0,917,1008.0,51.0,0,0,,51.0,0.0,0.0,0.0,0.0
5007155,2015,11,9,1,UA,1905,N17245,LAS,SFO,1414,1408.0,-6.0,21.0,1429.0,108.0,100.0,69.0,414,1538.0,10.0,1602,1548.0,-14.0,0,0,,,,,,
1079603,2015,3,12,4,US,1730,N746UW,PWM,CLT,805,800.0,-5.0,25.0,825.0,164.0,156.0,127.0,813,1032.0,4.0,1049,1036.0,-13.0,0,0,,,,,,
5707849,2015,12,24,4,WN,3541,N378SW,LAS,SJC,1430,1555.0,85.0,10.0,1605.0,85.0,87.0,73.0,386,1718.0,4.0,1555,1722.0,87.0,0,0,,2.0,0.0,11.0,74.0,0.0
5299530,2015,11,28,6,HA,18,N383HA,HNL,LAS,1605,1600.0,-5.0,17.0,1617.0,340.0,340.0,313.0,2762,2330.0,10.0,2345,2340.0,-5.0,0,0,,,,,,
5032160,2015,11,11,3,AA,281,N7AMAA,MIA,DFW,700,658.0,-2.0,10.0,708.0,195.0,168.0,152.0,1121,840.0,6.0,915,846.0,-29.0,0,0,,,,,,
5266671,2015,11,26,4,DL,720,N983AT,GRB,ATL,540,538.0,-2.0,10.0,548.0,142.0,126.0,106.0,774,834.0,10.0,902,844.0,-18.0,0,0,,,,,,
4525680,2015,10,9,5,WN,1570,N484WN,11292,12953,1735,1820.0,45.0,13.0,1833.0,230.0,238.0,199.0,1620,2352.0,26.0,2325,18.0,53.0,0,0,,53.0,0.0,0.0,0.0,0.0
5808657,2015,12,31,4,WN,5141,N367SW,OKC,PHX,820,818.0,-2.0,9.0,827.0,150.0,149.0,135.0,833,942.0,5.0,950,947.0,-3.0,0,0,,,,,,
4315567,2015,9,26,6,MQ,3088,N681MQ,ORD,SGF,1325,1321.0,-4.0,12.0,1333.0,105.0,82.0,66.0,438,1439.0,4.0,1510,1443.0,-27.0,0,0,,,,,,
4828043,2015,10,29,4,WN,711,N799SW,14683,12889,550,557.0,7.0,9.0,606.0,175.0,161.0,148.0,1069,634.0,4.0,645,638.0,-7.0,0,0,,,,,,
3865345,2015,8,28,5,AA,17,N025AA,AUS,LAX,1220,,,,,190.0,,,1242,,,1330,,,0,1,A,,,,,
2367732,2015,5,30,6,AS,823,N590AS,SAN,KOA,1855,1854.0,-1.0,11.0,1905.0,354.0,345.0,329.0,2556,2134.0,5.0,2149,2139.0,-10.0,0,0,,,,,,
5186905,2015,11,20,5,DL,1102,N919DE,ATL,SAV,1755,1753.0,-2.0,25.0,1818.0,65.0,64.0,34.0,214,1852.0,5.0,1900,1857.0,-3.0,0,0,,,,,,
5701312,2015,12,24,4,UA,638,N670UA,IAH,ORD,715,735.0,20.0,20.0,755.0,160.0,136.0,111.0,925,946.0,5.0,955,951.0,-4.0,0,0,,,,,,
263616,2015,1,18,7,DL,1302,N998DL,ATL,SDF,1033,1028.0,-5.0,14.0,1042.0,81.0,78.0,57.0,321,1139.0,7.0,1154,1146.0,-8.0,0,0,,,,,,
3446591,2015,8,3,1,AA,1895,N948UW,PHL,AUS,929,939.0,10.0,25.0,1004.0,217.0,218.0,186.0,1430,1210.0,7.0,1206,1217.0,11.0,0,0,,,,,,
260286,2015,1,18,7,WN,3041,N8656B,LAS,DEN,625,620.0,-5.0,9.0,629.0,120.0,101.0,85.0,628,854.0,7.0,925,901.0,-24.0,0,0,,,,,,
5258856,2015,11,25,3,AA,2473,N366AA,LAX,DFW,1425,1422.0,-3.0,13.0,1435.0,185.0,181.0,134.0,1235,1849.0,34.0,1930,1923.0,-7.0,0,0,,,,,,
3810967,2015,8,25,2,OO,6523,N771SK,LAX,AUS,809,844.0,35.0,25.0,909.0,181.0,180.0,149.0,1242,1338.0,6.0,1310,1344.0,34.0,0,0,,0.0,0.0,34.0,0.0,0.0
1448429,2015,4,3,5,WN,962,N7735A,DAY,BWI,1610,1606.0,-4.0,10.0,1616.0,75.0,74.0,59.0,406,1715.0,5.0,1725,1720.0,-5.0,0,0,,,,,,
1546090,2015,4,9,4,US,1784,N724UW,CLT,BWI,1750,1800.0,10.0,25.0,1825.0,83.0,111.0,83.0,361,1948.0,3.0,1913,1951.0,38.0,0,0,,38.0,0.0,0.0,0.0,0.0
453885,2015,1,30,5,B6,112,N198JB,ORD,BOS,1720,1714.0,-6.0,12.0,1726.0,134.0,138.0,113.0,867,2019.0,13.0,2034,2032.0,-2.0,0,0,,,,,,
5405093,2015,12,5,6,WN,2816,N709SW,SMF,SNA,645,702.0,17.0,7.0,709.0,85.0,76.0,66.0,404,815.0,3.0,810,818.0,8.0,0,0,,,,,,
5614226,2015,12,18,5,DL,2206,N314US,ORF,ATL,1630,1820.0,110.0,10.0,1830.0,120.0,117.0,94.0,516,2004.0,13.0,1830,2017.0,107.0,0,0,,0.0,0.0,8.0,99.0,0.0
2165340,2015,5,18,1,UA,1693,N77518,OMA,DEN,855,855.0,0.0,9.0,904.0,99.0,93.0,74.0,472,918.0,10.0,934,928.0,-6.0,0,0,,,,,,
5723708,2015,12,25,5,EV,4308,N17560,EWR,SBN,1915,1910.0,-5.0,36.0,1946.0,140.0,160.0,108.0,637,2134.0,16.0,2135,2150.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
1324364,2015,3,27,5,DL,2500,N364NW,MSP,SLC,700,711.0,11.0,11.0,722.0,176.0,152.0,133.0,991,835.0,8.0,856,843.0,-13.0,0,0,,,,,,
4396118,2015,10,1,4,DL,935,N927DN,13871,13487,1527,1549.0,22.0,11.0,1600.0,69.0,62.0,49.0,282,1649.0,2.0,1636,1651.0,15.0,0,0,,0.0,0.0,0.0,15.0,0.0
3742983,2015,8,20,4,EV,4175,N12540,EWR,BNA,2000,,,,,148.0,,,748,,,2128,,,0,1,C,,,,,
1260865,2015,3,23,1,WN,873,N558WN,BWI,CMH,1015,1019.0,4.0,12.0,1031.0,80.0,75.0,57.0,337,1128.0,6.0,1135,1134.0,-1.0,0,0,,,,,,
1457007,2015,4,4,6,AA,1175,N3FMAA,MIA,LGA,830,822.0,-8.0,11.0,833.0,176.0,167.0,151.0,1096,1104.0,5.0,1126,1109.0,-17.0,0,0,,,,,,
1266790,2015,3,23,1,UA,1591,N66831,TPA,ORD,1608,1610.0,2.0,12.0,1622.0,175.0,240.0,156.0,1012,1758.0,72.0,1803,1910.0,67.0,0,0,,67.0,0.0,0.0,0.0,0.0
2547730,2015,6,10,3,WN,2869,N8633A,DEN,LAX,1640,1658.0,18.0,12.0,1710.0,145.0,145.0,125.0,862,1815.0,8.0,1805,1823.0,18.0,0,0,,0.0,0.0,0.0,18.0,0.0
3497973,2015,8,6,4,OO,4593,N809SK,DTW,IAH,849,843.0,-6.0,22.0,905.0,184.0,173.0,143.0,1075,1028.0,8.0,1053,1036.0,-17.0,0,0,,,,,,
2049388,2015,5,11,1,DL,772,N965DL,PBI,LGA,700,654.0,-6.0,16.0,710.0,170.0,165.0,142.0,1035,932.0,7.0,950,939.0,-11.0,0,0,,,,,,
3452136,2015,8,3,1,OO,4567,N449SW,GRB,MSP,1455,1450.0,-5.0,13.0,1503.0,69.0,64.0,44.0,252,1547.0,7.0,1604,1554.0,-10.0,0,0,,,,,,
1799027,2015,4,25,6,B6,716,N247JB,JAX,DCA,1225,1225.0,0.0,12.0,1237.0,112.0,104.0,90.0,634,1407.0,2.0,1417,1409.0,-8.0,0,0,,,,,,
539707,2015,2,5,4,EV,6006,N14180,SDF,ORD,1502,1506.0,4.0,11.0,1517.0,85.0,80.0,56.0,287,1513.0,13.0,1527,1526.0,-1.0,0,0,,,,,,
2940263,2015,7,4,6,OO,6520,N767SK,SUN,DEN,715,707.0,-8.0,9.0,716.0,105.0,88.0,71.0,557,827.0,8.0,900,835.0,-25.0,0,0,,,,,,
5636776,2015,12,20,7,DL,1927,N835MH,FLL,ATL,745,2320.0,935.0,29.0,2349.0,114.0,117.0,81.0,581,110.0,7.0,939,117.0,938.0,0,0,,3.0,0.0,935.0,0.0,0.0
1278497,2015,3,24,2,OO,5450,N943SW,DEN,LAR,1106,1102.0,-4.0,16.0,1118.0,51.0,45.0,25.0,113,1143.0,4.0,1157,1147.0,-10.0,0,0,,,,,,
4009464,2015,9,6,7,VX,737,N523VA,DCA,DAL,1835,1842.0,7.0,11.0,1853.0,185.0,165.0,147.0,1184,2020.0,7.0,2040,2027.0,-13.0,0,0,,,,,,
385445,2015,1,26,1,DL,1082,N371NW,OAK,SLC,1130,1125.0,-5.0,8.0,1133.0,106.0,97.0,85.0,588,1358.0,4.0,1416,1402.0,-14.0,0,0,,,,,,
4993211,2015,11,8,7,B6,1979,N206JB,DCA,FLL,1659,1652.0,-7.0,11.0,1703.0,155.0,166.0,130.0,899,1913.0,25.0,1934,1938.0,4.0,0,0,,,,,,
780988,2015,2,21,6,EV,4750,N16981,ORD,SBN,1010,1003.0,-7.0,24.0,1027.0,48.0,52.0,25.0,84,1152.0,3.0,1158,1155.0,-3.0,0,0,,,,,,
1572303,2015,4,11,6,WN,1559,N224WN,PBI,ISP,1120,1119.0,-1.0,9.0,1128.0,160.0,142.0,129.0,1052,1337.0,4.0,1400,1341.0,-19.0,0,0,,,,,,
1769285,2015,4,23,4,OO,4564,N601XJ,MSP,BIS,1519,1515.0,-4.0,12.0,1527.0,88.0,85.0,68.0,386,1635.0,5.0,1647,1640.0,-7.0,0,0,,,,,,
89555,2015,1,6,2,DL,1347,N915DL,ATL,CMH,1610,1606.0,-4.0,16.0,1622.0,90.0,90.0,69.0,447,1731.0,5.0,1740,1736.0,-4.0,0,0,,,,,,
593336,2015,2,9,1,DL,2484,N362NW,PHL,DTW,940,1019.0,39.0,23.0,1042.0,110.0,98.0,71.0,453,1153.0,4.0,1130,1157.0,27.0,0,0,,0.0,0.0,0.0,27.0,0.0
4821377,2015,10,28,3,DL,2537,N903DE,10397,11618,1459,1533.0,34.0,10.0,1543.0,140.0,109.0,93.0,746,1716.0,6.0,1719,1722.0,3.0,0,0,,,,,,
1190683,2015,3,18,3,DL,1924,N938DL,ATL,BWI,2155,2155.0,0.0,13.0,2208.0,115.0,97.0,77.0,577,2325.0,7.0,2350,2332.0,-18.0,0,0,,,,,,
5268413,2015,11,26,4,WN,6280,N444WN,PHL,MCO,720,730.0,10.0,18.0,748.0,160.0,131.0,108.0,861,936.0,5.0,1000,941.0,-19.0,0,0,,,,,,
1917688,2015,5,2,6,DL,1436,N302NB,DTW,BWI,1946,1949.0,3.0,14.0,2003.0,100.0,88.0,64.0,409,2107.0,10.0,2126,2117.0,-9.0,0,0,,,,,,
4471571,2015,10,6,2,UA,1152,N78524,12982,14771,1255,1249.0,-6.0,8.0,1257.0,310.0,295.0,278.0,2447,2035.0,9.0,2105,2044.0,-21.0,0,0,,,,,,
3839295,2015,8,26,3,OO,3434,N171SY,PDX,SLC,1955,1954.0,-1.0,11.0,2005.0,113.0,105.0,91.0,630,2236.0,3.0,2248,2239.0,-9.0,0,0,,,,,,
5410628,2015,12,5,6,WN,3548,N476WN,CLE,BNA,1320,1322.0,2.0,7.0,1329.0,100.0,80.0,67.0,448,1336.0,6.0,1400,1342.0,-18.0,0,0,,,,,,
4712961,2015,10,21,3,DL,1360,N905DL,10397,15249,1615,1613.0,-2.0,7.0,1620.0,64.0,47.0,36.0,223,1656.0,4.0,1719,1700.0,-19.0,0,0,,,,,,
1684450,2015,4,18,6,EV,4255,N11544,EWR,CHS,1030,1019.0,-11.0,28.0,1047.0,141.0,133.0,99.0,628,1226.0,6.0,1251,1232.0,-19.0,0,0,,,,,,
5053709,2015,11,12,4,B6,231,N629JB,SLC,LGB,1159,1158.0,-1.0,13.0,1211.0,109.0,108.0,90.0,588,1241.0,5.0,1248,1246.0,-2.0,0,0,,,,,,
2323749,2015,5,28,4,WN,1293,N921WN,BWI,SAT,700,,,,,225.0,,,1407,,,945,,,0,1,A,,,,,
4527075,2015,10,9,5,UA,340,N430UA,12264,14771,1858,1913.0,15.0,25.0,1938.0,346.0,337.0,301.0,2419,2139.0,11.0,2144,2150.0,6.0,0,0,,,,,,
2729196,2015,6,21,7,B6,1338,N298JB,JFK,MVY,1344,1338.0,-6.0,30.0,1408.0,70.0,71.0,37.0,173,1445.0,4.0,1454,1449.0,-5.0,0,0,,,,,,
3168317,2015,7,17,5,OO,6437,N131SY,ATL,ORD,1711,1701.0,-10.0,17.0,1718.0,134.0,158.0,131.0,606,1829.0,10.0,1825,1839.0,14.0,0,0,,,,,,
5634121,2015,12,19,6,OO,4566,N430SW,SLC,RDM,2210,2215.0,5.0,24.0,2239.0,108.0,102.0,76.0,525,2255.0,2.0,2258,2257.0,-1.0,0,0,,,,,,
2375088,2015,5,31,7,DL,1583,N707TW,SFO,JFK,1120,1117.0,-3.0,30.0,1147.0,349.0,414.0,330.0,2586,2017.0,54.0,2009,2111.0,62.0,0,0,,62.0,0.0,0.0,0.0,0.0
5247509,2015,11,24,2,WN,526,N947WN,BWI,ISP,1945,1943.0,-2.0,12.0,1955.0,65.0,61.0,44.0,220,2039.0,5.0,2050,2044.0,-6.0,0,0,,,,,,
1027345,2015,3,9,1,EV,6019,N12924,ELM,ORD,600,556.0,-4.0,16.0,612.0,130.0,122.0,97.0,566,649.0,9.0,710,658.0,-12.0,0,0,,,,,,
3020771,2015,7,9,4,WN,1765,N376SW,MSY,TPA,605,557.0,-8.0,10.0,607.0,90.0,86.0,72.0,488,819.0,4.0,835,823.0,-12.0,0,0,,,,,,
2379949,2015,5,31,7,EV,4735,N12136,ORD,OKC,1615,1617.0,2.0,19.0,1636.0,139.0,121.0,96.0,693,1812.0,6.0,1834,1818.0,-16.0,0,0,,,,,,
1891935,2015,5,1,5,DL,1137,N3730B,RDU,ATL,824,822.0,-2.0,10.0,832.0,91.0,78.0,60.0,356,932.0,8.0,955,940.0,-15.0,0,0,,,,,,
5185443,2015,11,20,5,UA,599,N441UA,BOS,ORD,1631,1649.0,18.0,15.0,1704.0,173.0,160.0,136.0,867,1820.0,9.0,1824,1829.0,5.0,0,0,,,,,,
3701966,2015,8,18,2,WN,657,N907WN,BUF,MDW,1220,1214.0,-6.0,9.0,1223.0,100.0,95.0,80.0,468,1243.0,6.0,1300,1249.0,-11.0,0,0,,,,,,
830172,2015,2,24,2,B6,1534,N247JB,TPA,BDL,1415,1417.0,2.0,18.0,1435.0,157.0,164.0,138.0,1111,1653.0,8.0,1652,1701.0,9.0,0,0,,,,,,
2355917,2015,5,29,5,DL,1768,N542US,ATL,FLL,2300,2314.0,14.0,13.0,2327.0,109.0,97.0,81.0,581,48.0,3.0,49,51.0,2.0,0,0,,,,,,
1110326,2015,3,13,5,WN,1084,N744SW,LAX,LAS,2215,2213.0,-2.0,7.0,2220.0,75.0,59.0,43.0,236,2303.0,9.0,2330,2312.0,-18.0,0,0,,,,,,
153932,2015,1,10,6,F9,667,N918FR,DEN,SFO,2125,2155.0,30.0,12.0,2207.0,154.0,156.0,134.0,967,2321.0,10.0,2259,2331.0,32.0,0,0,,32.0,0.0,0.0,0.0,0.0
3000850,2015,7,7,2,AA,1268,N489AA,DFW,SAT,2015,2009.0,-6.0,17.0,2026.0,72.0,63.0,44.0,247,2110.0,2.0,2127,2112.0,-15.0,0,0,,,,,,
5016955,2015,11,10,2,DL,566,N911DL,ATL,MIA,738,738.0,0.0,14.0,752.0,111.0,105.0,86.0,594,918.0,5.0,929,923.0,-6.0,0,0,,,,,,
2386959,2015,6,1,1,MQ,3141,N843MQ,AZO,ORD,630,623.0,-7.0,12.0,635.0,54.0,53.0,35.0,122,610.0,6.0,624,616.0,-8.0,0,0,,,,,,
